"logFC"	"logCPM"	"PValue"	"FDR"
"KWMTBOMO15666.mrna1"	10.4195720550401	7.55343072202286	1.07211496568365e-36	3.25038924947003e-34
"MSTRG.11991.2"	13.5719429105435	5.2662640453809	1.31750544559205e-36	3.97112993115283e-34
"KWMTBOMO08974.mrna1"	-13.8118021589687	5.50662852592221	1.35015355882664e-36	4.04601219365604e-34
"MSTRG.13254.1"	8.86748707437934	8.38062501052668	1.56296130267901e-36	4.65681625372344e-34
"MSTRG.10167.1"	13.7153628858094	5.40926389679475	1.81192054843465e-36	5.36773697099986e-34
"KWMTBOMO11379.mrna1"	11.1569676170236	6.83387514587156	1.99080508721912e-36	5.86416523503982e-34
"KWMTBOMO10061.mrna1"	10.3995050085171	7.8948887219872	2.14483719069416e-36	6.28219177837046e-34
"MSTRG.1345.1"	9.98163305523577	7.30439106575182	2.21967462825991e-36	6.46486470521788e-34
"MSTRG.17114.3"	-11.1449838856218	5.81702933359951	2.59974046048754e-36	7.52951646329918e-34
"MSTRG.14148.15"	13.7032639603726	5.39733098365702	2.67459407653981e-36	7.70327670611409e-34
"MSTRG.15506.6"	9.97323621313718	7.47206182231744	5.66513248975612e-36	1.62263792080899e-33
"KWMTBOMO15224.mrna1"	10.0214273035428	5.92976337718578	5.84110109004447e-36	1.66384727368778e-33
"MSTRG.17942.1"	9.19670787908568	6.05550308956299	6.26337091321777e-36	1.77438217625109e-33
"MSTRG.13416.1"	10.7084919619275	8.35413449056107	6.77642706424034e-36	1.90929515375767e-33
"MSTRG.21226.1"	14.1524414020645	5.84563910292997	8.01508980753419e-36	2.2460881129297e-33
"KWMTBOMO02882.mrna1"	10.1736815777733	9.37328829469783	9.21313942523898e-36	2.56793971625088e-33
"MSTRG.10344.1"	11.7452688904411	5.45645711672778	1.21127504152338e-35	3.35808192394099e-33
"MSTRG.16991.1"	8.35965453092303	6.47581946322312	1.24182451544384e-35	3.4244632103274e-33
"KWMTBOMO05994.mrna1"	10.4785463888654	5.43662969792756	1.27314099398173e-35	3.49224595507909e-33
"MSTRG.20904.6"	-13.6468385237193	5.34208491084811	1.29744706121321e-35	3.54018673655139e-33
"MSTRG.10317.4"	10.4332402820811	10.0408743187848	1.45398612356904e-35	3.94654463896281e-33
"KWMTBOMO08356.mrna1"	9.50192863998132	7.54657621457829	1.88011208184839e-35	5.07659638850345e-33
"KWMTBOMO06954.mrna1"	10.6133799768519	6.19866366345472	2.03422767416858e-35	5.46427281408922e-33
"KWMTBOMO00694.mrna1"	9.34580476697946	6.53895778017886	2.94583164760339e-35	7.87220361374757e-33
"KWMTBOMO04526.mrna1"	13.5102864280413	5.20464355846265	3.40831927033298e-35	9.06141004778833e-33
"MSTRG.14883.4"	13.5331379314754	5.22755138237913	3.57647422356582e-35	9.45995679450627e-33
"MSTRG.831.3"	11.5728186682623	7.77923616386211	4.00521783564928e-35	1.05402288453587e-32
"KWMTBOMO00247.mrna1"	8.89372284060337	5.98350289720298	4.04020611966164e-35	1.05786063566474e-32
"MSTRG.1682.1"	9.55992529767806	5.4543476112324	4.35984457361934e-35	1.13581619211129e-32
"MSTRG.10036.3"	13.4195868710835	5.11421653505687	4.76067942118862e-35	1.22850599318312e-32
"MSTRG.4027.1"	10.058733286413	6.73000892785405	4.76302884921412e-35	1.22850599318312e-32
"KWMTBOMO16293.mrna1"	11.6709205828355	8.07605101129521	5.70969985637563e-35	1.46538598838654e-32
"MSTRG.961.1"	7.77826307197098	6.36497647433726	6.20981909143402e-35	1.58588990717839e-32
"KWMTBOMO08020.mrna1"	10.2290546834881	5.70936211980981	7.28547355316097e-35	1.85147453635551e-32
"MSTRG.16811.1"	9.17905173588164	5.72596636842603	7.77839586633801e-35	1.96709939950518e-32
"MSTRG.17630.1"	8.53165083358123	6.37118033943162	9.12934461819931e-35	2.2975369565112e-32
"KWMTBOMO02817.mrna1"	10.1478600780425	5.40783359864896	9.91336117423466e-35	2.48279412249202e-32
"MSTRG.16948.4"	9.19874461991988	7.0963894872266	1.14714830455169e-34	2.8592119977343e-32
"KWMTBOMO02506.mrna1"	-13.9077311245042	5.60234112909304	1.31886394503716e-34	3.2714767226106e-32
"MSTRG.18566.1"	8.5593679235135	6.97510384473646	1.76093631413568e-34	4.34724863493982e-32
"KWMTBOMO08445.mrna1"	10.134808903756	6.00671804252322	1.77151238418549e-34	4.35263111532363e-32
"KWMTBOMO03220.mrna1"	11.7996885119905	5.15114279117736	2.00014501133526e-34	4.8912036708799e-32
"KWMTBOMO13908.mrna1"	9.34343855843168	11.6153093520587	2.11090225179711e-34	5.13781715680364e-32
"MSTRG.14148.10"	13.3421858598455	5.03708360899744	3.3288888316936e-34	8.06446652810706e-32
"KWMTBOMO02257.mrna1"	9.52300103691305	5.41181794325355	3.82979193296671e-34	9.2347861944555e-32
"KWMTBOMO07391.mrna1"	10.4958715528718	5.9969569472169	4.32070377429605e-34	1.0370289156057e-31
"KWMTBOMO07237.mrna1"	13.3871511657237	5.08188019941992	4.67297928516012e-34	1.11641135981823e-31
"MSTRG.9267.5"	13.292893822765	4.987837954004	6.54313007847438e-34	1.55603436999242e-31
"MSTRG.17263.2"	13.8804472346544	5.5742752463656	6.75674689010821e-34	1.59949784942411e-31
"MSTRG.14503.1"	9.65356078055774	7.17150684587588	7.63462473129743e-34	1.79909931793024e-31
"MSTRG.3277.5"	13.4728251593693	5.16721896715187	9.62823768379824e-34	2.2586277205482e-31
"KWMTBOMO15987.mrna1"	8.32083691988801	5.78509600938934	1.3097801153941e-33	3.058690564071e-31
"MSTRG.620.2"	13.2744308238693	4.96940786414364	1.39492194002678e-33	3.24291202407212e-31
"MSTRG.13477.1"	9.99658058230954	8.20322776795821	1.62982857630009e-33	3.77210727147883e-31
"MSTRG.7434.1"	-7.50400997555279	7.49367634459109	2.57512048729389e-33	5.93342095212342e-31
"MSTRG.11402.1"	-11.6193979302709	6.91704676767508	2.59918262624022e-33	5.96236393328193e-31
"MSTRG.18669.1"	13.3778396254334	5.07245997307145	2.75731689084366e-33	6.29725020141004e-31
"KWMTBOMO08689.mrna1"	10.5237453332993	5.12584304239419	2.88623143975689e-33	6.56275861979459e-31
"KWMTBOMO11115.mrna1"	10.0786980149771	10.0923542880916	3.05220401562345e-33	6.9098433529243e-31
"KWMTBOMO09532.mrna1"	12.0138193013994	7.97300850441488	3.38102467292759e-33	7.62097661385153e-31
"KWMTBOMO03537.mrna1"	-11.1858552237571	5.83503477514072	3.87819046124647e-33	8.70376744945457e-31
"KWMTBOMO13038.mrna1"	8.87277286636498	9.05530991199883	4.06907194581036e-33	9.09279727959682e-31
"MSTRG.16322.1"	13.3762335635816	5.07087448785061	5.38214424881426e-33	1.19753864502694e-30
"MSTRG.1566.2"	-13.4246997281939	5.12061165677497	6.89908971076947e-33	1.52850217040779e-30
"KWMTBOMO11934.mrna1"	10.318404211936	7.47688999890745	7.27666397199121e-33	1.60529400127634e-30
"KWMTBOMO12686.mrna1"	9.52689350923292	9.26797331210153	8.40376657764387e-33	1.84608674018979e-30
"MSTRG.17944.1"	9.02041606902868	6.68502418891175	9.0381567186496e-33	1.97706818044283e-30
"KWMTBOMO14317.mrna1"	13.1621546491524	4.85748806233097	9.53608429344568e-33	2.0772236051475e-30
"KWMTBOMO03204.mrna1"	-10.8530204794505	5.50413705714685	1.00317262117445e-32	2.17604511295175e-30
"MSTRG.6687.24"	13.4238437981992	5.11837205055604	1.03071781853863e-32	2.22647932777076e-30
"KWMTBOMO16420.mrna1"	9.42686531400299	5.60343038561613	1.07058137114531e-32	2.30299377694134e-30
"KWMTBOMO10603.mrna1"	9.79458094390124	6.773301275991	1.25072714106058e-32	2.67939864355386e-30
"KWMTBOMO15032.mrna1"	11.2706117608136	9.05699124456674	1.42014405678377e-32	3.0298159808988e-30
"MSTRG.519.3"	8.47308095941195	10.4966535677908	1.51591388909078e-32	3.22088212098908e-30
"KWMTBOMO05535.mrna1"	7.82483650910773	7.93222554428166	1.85893202285141e-32	3.93357603513003e-30
"MSTRG.1661.1"	8.8212854585248	5.90547460157803	1.88915165574664e-32	3.98127192231191e-30
"KWMTBOMO15108.mrna1"	10.2494405760224	5.92765770056451	1.8992887550047e-32	3.98643023990724e-30
"MSTRG.8859.3"	13.2211081732145	4.91627268664867	2.23866382107613e-32	4.67178653905088e-30
"MSTRG.7352.1"	10.1053997142852	9.91519073167104	2.24384169169159e-32	4.67178653905088e-30
"KWMTBOMO03903.mrna1"	7.56899068815723	5.76417565780322	2.29825323132424e-32	4.76593369086169e-30
"MSTRG.10923.6"	13.1859640971692	4.88131054813342	2.82510696457232e-32	5.83514025355868e-30
"KWMTBOMO06435.mrna1"	7.72740036167215	6.46307385467655	2.92206697576798e-32	6.01145707241029e-30
"MSTRG.18515.10"	13.230627656918	4.92577970370352	3.04601210698996e-32	6.24167611314943e-30
"KWMTBOMO05737.mrna1"	9.90347836558835	7.0961412471529	3.56128107437023e-32	7.26879900545573e-30
"MSTRG.12515.1"	13.2300722198448	4.92517669215807	3.62009733992989e-32	7.35987083897982e-30
"MSTRG.11339.1"	7.55255680625852	6.11547109631348	4.50379219890754e-32	9.12070699093608e-30
"KWMTBOMO04838.mrna1"	6.52679175258771	7.85571567975436	4.92473402971054e-32	9.93435744366862e-30
"MSTRG.6545.2"	10.5042558280357	6.39409222722641	5.88729295462852e-32	1.18300359940623e-29
"KWMTBOMO13592.mrna1"	10.0750433846239	5.77182358434435	6.48557571302571e-32	1.29792746734332e-29
"KWMTBOMO05398.mrna1"	13.1119975998052	4.80753550407007	6.50929038653747e-32	1.29792746734332e-29
"MSTRG.2270.13"	13.0982962141397	4.79375247421879	6.62662746792899e-32	1.31626148589978e-29
