"logFC"	"logCPM"	"PValue"	"FDR"
"MSTRG.16877.2"	-3.61531911322141	7.70222984141433	8.94141783761018e-08	9.27099849910449e-05
"MSTRG.2559.8"	-3.00959389068567	6.85019943319503	9.8242577285423e-08	9.98664692981997e-05
"KWMTBOMO08693.mrna1"	9.50152164201258	1.43558749742435	1.2075417329398e-07	0.000118326042223501
"MSTRG.17062.1"	-3.86965781295026	9.79227504981337	1.20966769628408e-07	0.000118326042223501
"MSTRG.6585.11"	-13.7025673728434	5.57878126203475	1.30561107536378e-07	0.000123823768540498
"MSTRG.12521.1"	-4.03099043525198	5.23752792393108	1.31364065924568e-07	0.000123823768540498
"KWMTBOMO06292.mrna1"	-4.55840970582515	7.0514994564272	1.45067830147817e-07	0.000131135229324586
"KWMTBOMO08319.mrna1"	6.98113138773796	4.62708387839962	1.45578235367305e-07	0.000131135229324586
"MSTRG.10109.1"	6.017907421028	10.7070562801252	1.46709166152152e-07	0.000131135229324586
"MSTRG.5315.2"	7.34920347309403	4.69190777451994	1.6662489764094e-07	0.000146032468829518
"KWMTBOMO15045.mrna1"	-3.05112672494924	6.71974146468717	1.69009280515616e-07	0.000146032468829518
"KWMTBOMO12749.mrna1"	-3.27734240069933	4.41559792295395	1.79416189065056e-07	0.00015248317196229
"MSTRG.12778.1"	10.2272171867054	2.13734022440669	1.94082752321159e-07	0.000162287614977191
"MSTRG.6280.1"	-9.40249493239	1.3393016019882	2.09118392009565e-07	0.000172084520586537
"MSTRG.12158.1"	9.50994104170698	1.44352171785825	2.7997699353427e-07	0.00022679448868433
"KWMTBOMO00971.mrna1"	5.66736089551859	5.31120864280584	3.0877779978688e-07	0.000246276422682327
"MSTRG.6565.8"	9.44055304998018	1.3770650321885	3.34785259821643e-07	0.000262973821589901
"MSTRG.8289.2"	9.31683031804849	1.25905976698938	3.63911562090031e-07	0.000281586076319903
"KWMTBOMO01543.mrna1"	-4.11813126681647	7.73361432665414	3.96989444375475e-07	0.000302663584775849
"MSTRG.21154.12"	-9.22502481256847	1.17016692336595	5.11316611717592e-07	0.000384176624656161
"MSTRG.2475.8"	3.17680620691486	4.95233947438949	5.20017271526868e-07	0.000385132220110963
"KWMTBOMO00556.mrna1"	-2.52270538142189	5.43303497572114	5.63184592265615e-07	0.000411227870659525
"MSTRG.2572.3"	-4.42574322872068	5.58497148025384	5.74947847784382e-07	0.000413986406565079
"MSTRG.8926.2"	3.31901711898552	4.57230155670982	5.83427657137042e-07	0.000414337534643228
"MSTRG.68.2"	-9.26167269504187	1.20521282233556	6.28186320335792e-07	0.000440095451421195
"MSTRG.6585.12"	-12.1364646448419	4.01902922597218	8.06018115139096e-07	0.000557151961908748
"MSTRG.3493.2"	-4.25822509737659	3.56340315723189	8.65825726617886e-07	0.000590618462434882
"MSTRG.2070.3"	-7.47050567433952	1.36891950606821	9.16207583134613e-07	0.000616869477044776
"MSTRG.6280.3"	9.13285188535046	1.0840841962046	1.3600192892703e-06	0.000903942051456926
"MSTRG.2475.9"	3.39524117358184	4.26396316548071	1.46709797842924e-06	0.000962769120198823
"MSTRG.19971.2"	-11.3849413726947	3.27423789426974	1.58064244655263e-06	0.00102431557945785
"MSTRG.2559.9"	-3.05496362535623	4.95959831802109	1.75330931375168e-06	0.00112218289818306
"MSTRG.21567.2"	-3.141717405589	5.70431439377587	1.85379989048368e-06	0.0011720310697847
"MSTRG.8115.7"	9.19162799256909	1.13997183169941	1.94049590736225e-06	0.00121206179910098
"MSTRG.1695.6"	-9.06195862418198	1.0155999917835	2.24123783121397e-06	0.00138324396290031
"MSTRG.16877.4"	-5.0236630622732	4.56903910412579	2.43458698799441e-06	0.00148489756727758
"KWMTBOMO03432.mrna1"	9.08317677071167	1.037242499795	2.65103154529743e-06	0.00159810963259133
"MSTRG.1255.2"	8.93892627396925	0.901253766371057	2.83037086059674e-06	0.00168660823593008
"MSTRG.19538.9"	11.1571083968376	3.04967362492954	2.99446477356192e-06	0.00174597402066688
"MSTRG.14211.6"	9.05491552374369	1.01043352393496	2.99735138474534e-06	0.00174597402066688
"KWMTBOMO15916.mrna1"	11.1612236647881	3.05387743419496	3.08147629441959e-06	0.00177503306146216
"MSTRG.14355.12"	-11.1416923188249	3.03390602527524	3.1456313152368e-06	0.00179207653050353
"KWMTBOMO14916.mrna1"	-4.60532244749152	4.97264456135576	3.18829798271158e-06	0.00179664056867083
"KWMTBOMO05000.mrna1"	-3.15490625613135	6.02378916370699	3.96795712355528e-06	0.00221194409845674
"MSTRG.19240.4"	10.9621513595902	2.85753693167127	4.97901056938841e-06	0.0027460302654128
"MSTRG.6250.1"	8.85296373408991	0.820512296230995	5.21452269787272e-06	0.00282814788441999
"KWMTBOMO04226.mrna1"	-3.06453416447033	4.86851317165074	5.23700782949133e-06	0.00282814788441999
"MSTRG.18287.1"	-8.77381967176974	0.744715509923285	5.52232391925857e-06	0.00292568633882166
"MSTRG.13618.8"	-8.85649849706536	0.822290240926598	5.53049131424731e-06	0.00292568633882166
"MSTRG.2559.11"	-3.32384717464757	3.99537549250508	6.29203477288511e-06	0.0032949288760675
"KWMTBOMO16528.mrna1"	8.80090818585171	0.771680491686343	6.47356959818445e-06	0.0033399959314088
"KWMTBOMO08318.mrna1"	7.33838210891237	3.7084647664579	6.50694576070616e-06	0.0033399959314088
"MSTRG.8003.1"	-2.80993286259334	4.30574920179672	6.81040558107723e-06	0.00346148878960575
"MSTRG.6585.18"	-10.4137438906615	2.31808681106441	6.98085766704623e-06	0.00349270395261275
"MSTRG.19737.1"	7.39299306207089	2.70363064970527	7.00656233381027e-06	0.00349270395261275
"MSTRG.3564.25"	-10.8180036429328	2.71507531872766	7.13008628705555e-06	0.00352042917504591
"KWMTBOMO12179.mrna1"	-4.42262116750243	2.50581701184522	7.7982125630885e-06	0.00381398805573771
"MSTRG.21913.4"	-8.97322950702554	0.931264339687483	8.03846446719984e-06	0.00389474872311254
"KWMTBOMO03045.mrna1"	-3.81978980188155	6.73701692104997	8.1319356030547e-06	0.00390355497656634
"MSTRG.1818.2"	-10.9938138698017	2.887891445171	8.37454128854151e-06	0.0039831315965308
"MSTRG.2559.6"	-2.823510020505	5.12421625773675	8.68438922251687e-06	0.0040929526405722
"MSTRG.1399.3"	-10.6864006881571	2.5858514064702	1.00473006497464e-05	0.00465382724139524
"KWMTBOMO12775.mrna1"	-8.64694668088509	0.626291329660453	1.00539831999743e-05	0.00465382724139524
"KWMTBOMO10856.mrna1"	-3.43321105957422	3.04602215024236	1.04164658609576e-05	0.00477894548344801
"KWMTBOMO11744.mrna1"	8.71441090821125	0.690980456377479	1.08061221732223e-05	0.00491422624409093
"MSTRG.2071.2"	-3.1769401004044	3.39945385430704	1.24159218470611e-05	0.00559720553319293
"KWMTBOMO07163.mrna1"	-2.12408862561354	6.72166239359518	1.2577382439326e-05	0.00562111411898259
"KWMTBOMO07749.mrna1"	8.63444404445865	0.617013199266189	1.30042567853089e-05	0.00576221952581852
"MSTRG.9602.3"	-2.26899501778012	5.39117088664442	1.33844594754271e-05	0.00588042824224209
"MSTRG.18836.2"	-8.5584435562806	0.544129022805002	1.42169375801927e-05	0.00619368651235234
"MSTRG.16704.4"	-8.53648682593182	0.524230612624148	1.56304358803699e-05	0.00675090293439968
"KWMTBOMO05106.mrna1"	-8.71132565706358	2.47861846287152	1.57564040480366e-05	0.00675090293439968
"KWMTBOMO13459.mrna1"	-3.00233350027593	3.40668166045364	1.65818302579468e-05	0.00704632644313718
"MSTRG.7549.1"	10.4362324560574	2.34131073079634	2.22522688466225e-05	0.00937905994971912
"MSTRG.17980.4"	-10.3806543802019	2.2869129586322	2.31217087013081e-05	0.00966692535646704
"MSTRG.18633.1"	10.2796095471067	2.18838991087889	2.78678878055417e-05	0.0115580392600216
"MSTRG.20250.2"	10.277210326772	2.18614341530095	2.81461438845952e-05	0.011580797915945
"MSTRG.5374.1"	10.2431529003968	2.15298077987273	3.00699009212549e-05	0.0122749123894537
"MSTRG.4566.2"	-8.32889946007518	0.333615660924468	3.35753380424183e-05	0.0135987988291648
"MSTRG.12385.1"	2.53183365315104	6.61860298550755	3.61479826628662e-05	0.0145272857766742
"MSTRG.6415.7"	10.1602420180367	2.07217394330496	3.86167229450563e-05	0.0154000520587735
"MSTRG.7245.4"	-8.25504036091069	0.266103133749958	4.11863873886463e-05	0.0162994342090808
"MSTRG.6211.1"	-10.3552453321229	2.26178089768675	4.28740337880045e-05	0.0168387767702388
"MSTRG.871.3"	8.33461255465034	0.341046206868686	4.57891096338997e-05	0.0178412285126732
"MSTRG.14355.11"	10.2163724371705	2.12711554823084	4.61147044094326e-05	0.0178412285126732
"KWMTBOMO08725.mrna1"	2.72588823416169	4.21276633631352	4.80581715561135e-05	0.0184554058369155
"MSTRG.5429.1"	-3.25356653479037	5.38908256900663	5.01560916586579e-05	0.0191194283813221
"MSTRG.11031.1"	8.5856901976569	0.571406313212145	5.40654823680793e-05	0.0204592467329075
"MSTRG.2071.1"	-2.95601385004086	3.07568583175904	5.51636268421183e-05	0.0207235355534488
"MSTRG.19756.3"	-8.32411548452404	0.328988804330619	5.88405472962972e-05	0.0219458308883592
"KWMTBOMO06645.mrna1"	-3.45102895524691	3.13035684173083	6.01591978775289e-05	0.0221998966187264
"MSTRG.16877.5"	-4.55387536414739	4.97346476132366	6.03781691499416e-05	0.0221998966187264
"MSTRG.2559.2"	-3.02120865282353	4.03138763433267	6.34800692761863e-05	0.023176036841446
"KWMTBOMO05080.mrna1"	-2.7071675770628	4.02093432581049	6.66344433695944e-05	0.0240526401150294
"KWMTBOMO00938.mrna1"	-2.40993664214876	4.59250227435334	6.68090229455129e-05	0.0240526401150294
"KWMTBOMO02648.mrna1"	-9.88314127928536	1.80284759810708	6.86447980309185e-05	0.0245431190642545
"MSTRG.10931.4"	9.91919657540167	1.83808143753805	6.96952041969107e-05	0.0247480032272633
"MSTRG.2959.1"	8.14428656911223	0.168472382335537	7.05078454508309e-05	0.0248662464742002
"MSTRG.10895.1"	-9.88613927705781	1.80465812647228	7.60394019507173e-05	0.0266358832116962
"MSTRG.14178.6"	8.46729637334261	0.462687010364741	7.83464966667431e-05	0.0272598485013018
"MSTRG.12110.63"	-10.0192419401519	1.93340191807828	8.22016303931836e-05	0.0284105274964921
"KWMTBOMO09892.mrna1"	-4.15095171626215	3.58704739858339	8.27722791621559e-05	0.0284182997920771
"MSTRG.6854.3"	-8.40223310278933	0.400192435945671	8.53396293355779e-05	0.0291069894976603
"MSTRG.8001.6"	-9.9410206484898	1.85743448326951	9.30076712895031e-05	0.0314220424915826
"KWMTBOMO03929.mrna1"	9.79308967585043	1.71632223892695	9.33394005690974e-05	0.0314220424915826
"KWMTBOMO10007.mrna1"	-3.89719451047518	3.30926009575052	9.52953475757364e-05	0.0318020448454571
"MSTRG.21924.2"	-8.37870880538893	0.379922448520913	9.6253898631101e-05	0.0318020448454571
"MSTRG.16754.12"	9.78505929671135	1.7081635603679	9.63084898778381e-05	0.0318020448454571
"MSTRG.16704.3"	-8.05661514037569	0.0875648949968688	9.71626443147218e-05	0.0318810314506843
"KWMTBOMO13517.mrna1"	2.85281599007904	5.8781449752989	0.000103636386551566	0.0336612175419757
"MSTRG.2133.9"	9.84398017076934	1.76555243873158	0.000103886634776462	0.0336612175419757
"MSTRG.16446.2"	9.71293562032646	1.63899562464026	0.000110536065498166	0.0355932996498226
"MSTRG.8620.3"	-9.76191471399781	1.68571001997271	0.000112794767340965	0.0360964143410966
"KWMTBOMO09879.mrna1"	-8.13595890108598	0.157745145603084	0.000114168845334476	0.0363119966176395
"MSTRG.14927.3"	13.1138209689313	4.99194948166352	0.00011837537030544	0.0374203312362496
"MSTRG.11102.9"	-9.79266533147943	1.71498099077122	0.00012389829903681	0.0387815034145332
"MSTRG.464.3"	-9.69280450210513	1.61831024940492	0.000124177411932421	0.0387815034145332
"MSTRG.1477.3"	-8.18678884579204	0.203221548448244	0.000127368166459597	0.0395398075075741
"MSTRG.281.5"	5.645217194649	5.53062562871073	0.00013249749778686	0.0408873082009773
"MSTRG.14241.2"	9.61963982351434	1.549208566625	0.000135385676270204	0.0415313586679065
"MSTRG.10111.1"	8.56647582532123	0.553932098757944	0.000137955041906133	0.0420706072796451
"MSTRG.18611.7"	7.93655100837297	-0.0170849081809202	0.000141395453877999	0.042349743064997
"MSTRG.22067.2"	9.64104169050614	1.56939356116334	0.000141563111224533	0.042349743064997
"MSTRG.10961.7"	9.61914522587645	1.54831042578448	0.000141650037804848	0.042349743064997
"MSTRG.10533.1"	-3.4290814562063	2.97891418115917	0.000142137902770084	0.042349743064997
"MSTRG.14305.14"	3.05500944034037	3.0020704819345	0.000144359286791785	0.0427658200294086
"MSTRG.21849.9"	8.02963005688621	0.0656088103253164	0.0001469952450289	0.0432992868638254
"MSTRG.4385.2"	-7.97965924479342	0.0184535625794744	0.000148305857886123	0.0434385344089845
"KWMTBOMO08464.mrna1"	6.33473040249511	7.73123612789097	0.000153328869391732	0.0446574639094134
"MSTRG.2388.2"	9.54460800223499	1.47663302393523	0.000156355645669468	0.045284613063923
"MSTRG.19538.22"	-9.53093099390924	1.46325904075043	0.000164985778791078	0.0475186540548104
"MSTRG.21797.2"	9.49313744632198	1.42777266339299	0.000174906977602481	0.0499079792969697
"MSTRG.17878.11"	-9.61244690337904	1.54154938362327	0.000175206917656163	0.0499079792969697
"MSTRG.19790.14"	9.83144462703109	1.75359282894382	0.000183150100543581	0.051885522745797
"MSTRG.2204.1"	-1.83179115876959	6.00517738955518	0.000195555486630726	0.0549237720164993
"MSTRG.11482.3"	-9.74417653893838	1.66864901507368	0.000195993631214482	0.0549237720164993
"MSTRG.12330.1"	-4.00006499413568	2.30072068539839	0.000209236971051856	0.0583197434959214
"MSTRG.11199.1"	-9.40481945285311	1.34109077039131	0.000213167360419283	0.0590975158621223
"MSTRG.7340.2"	-7.92840337949404	-0.026495176950825	0.000217068153149696	0.0597257347512084
"MSTRG.2542.2"	4.22729733285429	3.07826315011566	0.000217737474065513	0.0597257347512084
"MSTRG.1884.13"	-9.3608094436891	1.30041904329643	0.000225122401472538	0.0614264245238988
"MSTRG.21475.2"	9.48188950093135	1.41714238951553	0.000239855945055378	0.0650350905375242
"MSTRG.17667.2"	9.35521065770954	1.29571397578518	0.000240856767224209	0.0650350905375242
"KWMTBOMO05465.mrna1"	-7.72027005528648	-0.210039059088735	0.000246166839793341	0.0661244946912238
"MSTRG.1587.26"	9.3663665785261	1.30605433320456	0.000249367617263831	0.0666389968134473
"MSTRG.22067.5"	-7.80078294795403	-0.140558443377153	0.000254787266994657	0.0677381347836103
"KWMTBOMO11709.mrna1"	-7.8078784824657	-0.132899500734305	0.000258759054577649	0.0684430901350463
"MSTRG.281.1"	6.78218661620145	5.71770291663453	0.000260930418556028	0.0685942492391945
"KWMTBOMO00852.mrna1"	-2.03438285654074	4.83888764603989	0.000261976763485148	0.0685942492391945
"KWMTBOMO01537.mrna1"	-3.62312904671905	5.73232053839345	0.000266938010286769	0.0695420465693314
"KWMTBOMO06662.mrna1"	8.12543049701431	0.151153227547531	0.000273932119807828	0.0710073144359862
"MSTRG.12074.1"	-7.70003809222059	-0.228103981185227	0.000276435006188516	0.0710485175765078
"MSTRG.2273.9"	9.28425438482879	1.2279216005609	0.000276831984076048	0.0710485175765078
"MSTRG.4913.3"	9.68604695266553	1.61254155550011	0.000289573069662051	0.0739523972930526
"MSTRG.10109.3"	8.35293996771486	0.357840522858304	0.000295191955584381	0.0750178262419661
"MSTRG.9715.2"	9.23724840308275	1.18347849214731	0.000302137862041997	0.0764084545455769
"MSTRG.19501.3"	-7.69071316074126	-0.235558067213712	0.000311069064276979	0.0779293519028474
"MSTRG.12514.1"	-2.77488929220948	5.40249579520272	0.000311158224714801	0.0779293519028474
"KWMTBOMO07606.mrna1"	-3.00332940782972	2.69955687174884	0.000313278574455983	0.0779537295106552
"MSTRG.13079.2"	-9.26901424807827	1.21191098886484	0.000314399025345178	0.0779537295106552
"MSTRG.9970.11"	-9.21391715322575	1.15909248168035	0.000315766510372424	0.0779537295106552
"MSTRG.18096.5"	-9.22085534774209	1.16585142355278	0.000320653360400313	0.0787849865556086
"MSTRG.11445.3"	-9.20852600369661	1.15355073571733	0.000329056839401826	0.080468366627872
"MSTRG.15876.10"	9.18695079986881	1.13543522756547	0.000332314081118511	0.0808833751522393
"MSTRG.16584.2"	9.20891438692262	1.15618921020937	0.000335858389556807	0.0809756135594443
"MSTRG.16775.3"	9.27608977178763	1.2199540476515	0.000336956814458099	0.0809756135594443
"MSTRG.1255.1"	9.18888539116627	1.13723388087871	0.0003377010857229	0.0809756135594443
"MSTRG.12394.2"	2.90932467438788	2.94604657085656	0.000338940804783662	0.0809756135594443
"MSTRG.12294.1"	-3.21386206797438	2.22746922412076	0.000346576595294837	0.0824200478434415
"MSTRG.4387.1"	3.50184720073363	1.79420605714563	0.000348736143171248	0.0825549217827717
"MSTRG.11953.7"	9.15673866573077	1.10653365233196	0.000354857150472769	0.0836220875089081
"MSTRG.9602.2"	-4.17907505755771	4.94996154797186	0.000357923580188909	0.0839630414829576
"MSTRG.2475.5"	8.09885272164381	0.127715360894773	0.000363252557116004	0.0848224558978352
"KWMTBOMO01434.mrna1"	7.54531759260809	-0.358485377989433	0.000364859434546944	0.0848224558978352
"MSTRG.8596.3"	9.12036127201681	1.07263928024227	0.000375746017166251	0.0869633962854909
"MSTRG.14355.29"	2.39703120567692	4.09552384192683	0.000394391941268306	0.0908731618274347
"MSTRG.6341.6"	-9.09507010775863	1.04664816327538	0.000403069404672126	0.0923998224521996
"MSTRG.8788.2"	9.14092657958211	1.09162750118818	0.000404582290697863	0.0923998224521996
"MSTRG.4754.1"	-7.86142447381838	-0.0855865349407851	0.00042374685792752	0.0963522296295458
"KWMTBOMO12810.mrna1"	-5.11306983173841	3.8311729179847	0.000428654449059185	0.0970425004479272
"KWMTBOMO08173.mrna1"	7.68184279159356	-0.240509138887994	0.000431593324465668	0.0972830118272767
"MSTRG.13590.3"	9.12725581764832	1.07868229443985	0.000446610313843421	0.100232114721145
"MSTRG.5037.6"	11.3138116014906	3.20443705901834	0.000456357553536123	0.10197820968954
"MSTRG.10377.1"	11.2848562068148	3.17568911687597	0.000469756172834567	0.104196598908197
"KWMTBOMO03043.mrna1"	-3.13578211524935	7.5326309764776	0.000470304653367244	0.104196598908197
"MSTRG.4190.6"	5.05886322846269	2.01177315835403	0.000472938742956119	0.104334311706698
"KWMTBOMO10751.mrna1"	7.42621593902798	-0.459803192057515	0.000481745176655088	0.10582675929377
"MSTRG.19010.7"	-3.79549549313961	3.96924248806021	0.000485073742932725	0.106108346223043
"KWMTBOMO04264.mrna1"	1.63843661857365	6.46348463129598	0.000498934290784936	0.108681724525897
"MSTRG.6949.2"	2.07359663298779	7.3988741244036	0.000501277172665001	0.108702729972814
"MSTRG.3564.6"	-11.1748627822694	3.06710003694301	0.000503224257729596	0.108702729972814
"MSTRG.20077.1"	11.1871989309968	3.0794316906233	0.000525676833052732	0.113081593593165
"MSTRG.20170.2"	-8.95436194342907	0.913271832879016	0.000538063613653942	0.115267900506865
"MSTRG.18915.1"	2.04791328375552	4.67644846286275	0.000548607720982981	0.116243122318171
"MSTRG.19150.5"	8.94412068961102	0.906031800913132	0.000553053287074995	0.116243122318171
"MSTRG.1382.2"	8.96437036400341	0.925323536318203	0.000553331439532094	0.116243122318171
"MSTRG.11088.1"	8.95303226193068	0.914585119543476	0.000553520616969195	0.116243122318171
"MSTRG.3879.1"	7.4143100041864	-0.469881428771472	0.000554063154225595	0.116243122318171
"MSTRG.20027.2"	-7.71056662234498	-0.217753972267649	0.000556069176839813	0.116243122318171
"KWMTBOMO09303.mrna1"	-7.43281694927068	-0.458677497106904	0.000563489406506623	0.117057019033362
"MSTRG.13479.1"	-1.75136928997593	6.86259955477962	0.000564478420584083	0.117057019033362
"MSTRG.12110.10"	-8.91325584965032	0.876356194112218	0.000569342927062204	0.117595399871258
"MSTRG.14826.6"	8.9087604296271	0.872857499494924	0.000589080919950005	0.120966487605503
"MSTRG.18633.12"	7.81300506428036	-0.126020350433911	0.000590330832787303	0.120966487605503
"MSTRG.6042.1"	2.66353444351772	3.57933335978372	0.000594881695084574	0.12141910125303
"MSTRG.9733.4"	8.89783533096691	0.862940258717483	0.000604285302669796	0.122698317030201
"MSTRG.11953.2"	9.13000399858741	1.08203819893175	0.000605882552316251	0.122698317030201
"MSTRG.1858.4"	-8.91019776845997	0.872286850922561	0.000610684978899169	0.123189655101438
"MSTRG.2559.13"	-7.88935712394204	-0.0624252432858271	0.000621426609031249	0.124620786948946
"MSTRG.18362.5"	8.88009550943755	0.845553323574944	0.000623997776811685	0.124620786948946
"MSTRG.7122.2"	8.94720088630115	0.909107223024097	0.000624990926580751	0.124620786948946
"KWMTBOMO09544.mrna1"	2.16325091299553	8.57160153742249	0.000627983030395532	0.124737640784657
"MSTRG.2559.10"	-5.10180550007113	2.08641821837261	0.000632717721135446	0.125198415331393
"MSTRG.3806.7"	7.43290275448646	-0.453968240510016	0.000638414658581381	0.125845365569713
"MSTRG.14066.2"	8.91874232458711	0.882522248173329	0.000652770056928325	0.12795009859696
"KWMTBOMO02440.mrna1"	7.30326401007199	-0.563273273516022	0.000654028048689204	0.12795009859696
"MSTRG.993.3"	8.91414138933351	0.877620413046968	0.000667449711967387	0.130084945178666
"MSTRG.17119.3"	8.92633409869636	0.888820209414144	0.000687549272940276	0.133500438041359
"MSTRG.12345.8"	1.4884440271168	7.00072501992466	0.000724538344112619	0.140157617066532
"MSTRG.1566.2"	10.9007503108174	2.7969843105635	0.000739884764233529	0.142594222424382
"MSTRG.2851.2"	2.12970926678849	8.02672844922548	0.00075549233958998	0.145062923560605
"KWMTBOMO00338.mrna1"	1.97722825920807	4.26763393264925	0.00075889096697461	0.145177802217213
"KWMTBOMO04568.mrna1"	8.86370572096375	0.830703706027751	0.000780234083911646	0.148712042692027
"MSTRG.6386.1"	-8.74330554745828	0.715426739939166	0.00080225196632572	0.152348530000822
"MSTRG.12332.4"	-1.39432605977843	9.32913426704571	0.000812954323710734	0.153817485416553
"MSTRG.19791.3"	10.8045783069468	2.70287781759699	0.000822295963578425	0.155019235053805
"KWMTBOMO15761.mrna1"	-7.35128585594072	-0.525831359853404	0.000835857313724356	0.157004893896419
"MSTRG.22066.3"	7.34564124786039	-0.528135797434725	0.000844628168513025	0.158079632275165
"MSTRG.11031.2"	-8.72956294241489	0.703203505214522	0.000848902775454384	0.158308153193819
"MSTRG.14927.17"	8.39827258394351	5.34209181179352	0.000864781258193298	0.160351372874914
