"logFC"	"logCPM"	"PValue"	"FDR"
"MSTRG.17551.2"	-14.4510136037198	6.29072584120495	3.02784642526024e-55	1.65234360236597e-52
"KWMTBOMO03573.mrna1"	13.480321906016	13.5556659538105	4.97539157853718e-55	2.68686693339691e-52
"KWMTBOMO16456.mrna1"	11.2036490365829	9.46052448355945	5.5552887879097e-55	2.96910140857322e-52
"MSTRG.8042.1"	7.7087340033758	7.52164650344531	8.35283914356959e-55	4.4187371400008e-52
"KWMTBOMO07163.mrna1"	9.43445912855477	6.61188062369638	2.97315436438288e-54	1.55694183548183e-51
"MSTRG.18016.1"	-9.1583420470214	6.81508061120706	3.24536956376264e-54	1.68249694294147e-51
"KWMTBOMO09259.mrna1"	12.8121938115891	6.61726240453185	4.34508809814827e-54	2.23032081457723e-51
"MSTRG.9512.3"	-14.2796536526362	6.11962018201982	4.91780156480947e-54	2.49954496592566e-51
"MSTRG.6585.19"	17.041584977231	8.87944332547569	7.30404851637416e-54	3.67634744887753e-51
"MSTRG.11868.1"	-8.12614709185351	6.91207777768712	3.52476837664357e-53	1.7570631437532e-50
"MSTRG.14431.1"	11.4578660584579	6.88521978707151	3.71162140883201e-53	1.83258655902931e-50
"KWMTBOMO06771.mrna1"	9.11448656437959	6.92359139347332	9.2624924421145e-53	4.53014524223153e-50
"MSTRG.17074.5"	15.432623653794	7.27115702128848	1.41689283838996e-52	6.8650444318365e-50
"KWMTBOMO13286.mrna1"	-8.62011619307618	6.58240066482002	3.78144050088541e-52	1.81519648043891e-49
"KWMTBOMO10009.mrna1"	10.6130375721129	8.04320384147829	4.08838816843489e-52	1.9445349340933e-49
"MSTRG.1822.8"	-15.0484021217589	6.88731887522673	5.76027036947904e-52	2.71481542513547e-49
"MSTRG.20218.1"	-10.2079478096855	6.52075597109163	2.72654880673641e-51	1.27344567376248e-48
"KWMTBOMO04682.mrna1"	-13.9884735680891	5.82898211396872	4.62633038433773e-51	2.14145398317162e-48
"MSTRG.19012.2"	14.0896331059029	5.92964738209407	8.83007753240693e-51	4.05113017267763e-48
"KWMTBOMO09417.mrna1"	-9.34017290028586	7.15141951638815	9.66136446553048e-51	4.39363261391664e-48
"MSTRG.2559.6"	14.4943107862519	6.3337322848127	1.12926405901894e-50	5.09082057493208e-48
"KWMTBOMO11859.mrna1"	-7.12592345717872	9.06477746099746	1.58264415463239e-50	7.07319145763851e-48
"KWMTBOMO10389.mrna1"	-13.9536262994436	5.79422946518411	1.6012588460788e-50	7.09521900489431e-48
"MSTRG.3485.1"	-14.3297929001881	6.16973672297349	2.66347408146834e-50	1.17019056614884e-47
"MSTRG.8980.1"	-13.9162821859456	5.75696682998579	2.98376810319835e-50	1.29989487205136e-47
"MSTRG.9266.8"	11.4684323632923	6.31271520635311	3.186678959976e-50	1.37672497768363e-47
"MSTRG.21641.13"	14.2178925384346	6.0576541099909	5.26656349509236e-50	2.2564830683973e-47
"KWMTBOMO03163.mrna1"	-8.57089974796206	8.20384733416525	5.32262161366037e-50	2.26180878948356e-47
"MSTRG.19010.2"	11.9566556764076	8.9619326760156	6.92282515845706e-50	2.9178863795926e-47
"MSTRG.4556.2"	-13.8768796841532	5.71758776315885	8.16346099782854e-50	3.41305087508407e-47
"MSTRG.4384.1"	12.2896645602494	5.91333242716145	1.92382247390088e-49	7.97893828115548e-47
"KWMTBOMO07803.mrna1"	-12.0117275121508	5.81705358993522	1.99201540124068e-49	8.19619479734288e-47
"MSTRG.1250.2"	14.2343734341428	6.07399969539833	2.51018084263706e-49	1.02468744429003e-46
"KWMTBOMO13850.mrna1"	-11.1561780044464	5.77071104833781	3.1845321100322e-49	1.28981014203437e-46
"MSTRG.7182.12"	-13.8370307759484	5.67787004923703	4.8968405734746e-49	1.96796051047011e-46
"MSTRG.4074.6"	-14.0177837363967	5.85811774086786	9.79990652283549e-49	3.90812733741046e-46
"MSTRG.21245.2"	-13.7097833820029	5.55092411296032	4.76249633402493e-48	1.8847488354569e-45
"MSTRG.14863.1"	11.4500507613668	5.8286280182627	1.23238018131639e-47	4.84017316212014e-45
"KWMTBOMO04032.mrna1"	8.99925121963581	7.0623970082578	1.34140156352422e-47	5.22874295171324e-45
"MSTRG.9266.3"	9.24493340862136	9.90051560682649	2.30298713256353e-47	8.90998223235009e-45
"KWMTBOMO04057.mrna1"	-8.0736520126817	6.37028708609146	6.62060087170394e-47	2.54245785919813e-44
"KWMTBOMO12749.mrna1"	13.6340613169029	5.47495109892613	1.00563336409523e-46	3.83345959520506e-44
"MSTRG.9266.2"	8.7000012672134	10.6046529810719	1.18435207106177e-46	4.48177842482157e-44
"MSTRG.2559.9"	14.1809660951667	6.02083818763516	1.23326771933052e-46	4.63306509951103e-44
"KWMTBOMO07946.mrna1"	-9.20523026973943	6.77156346211009	6.98178639049365e-46	2.60400540893786e-43
"MSTRG.14951.1"	8.6842328747373	5.77954154180658	9.36110202400161e-46	3.46648294450225e-43
"KWMTBOMO07971.mrna1"	-10.8200393221015	5.51149745920677	1.01288754723654e-45	3.72419355399886e-43
"MSTRG.4342.2"	8.92149914816071	6.18942046167106	1.51081859576254e-45	5.51587101831814e-43
"MSTRG.12332.18"	13.8658268278175	5.70607840259669	1.68635786445982e-45	6.11369585784549e-43
"MSTRG.11545.1"	13.6590808955812	5.49985186409927	1.91535009817765e-45	6.89565938470999e-43
"MSTRG.10268.1"	-6.950798551931	8.71135966317286	4.75742717976388e-45	1.70096067089999e-42
"KWMTBOMO08845.mrna1"	-6.79848821774618	7.43595035581414	4.83608891665641e-45	1.71724217606999e-42
"MSTRG.3277.3"	-13.5826144119898	5.42404273079198	6.23482165182379e-45	2.19885618296259e-42
"MSTRG.2581.7"	13.3955997974496	5.23699712416448	8.10632419791133e-45	2.83956868508322e-42
"MSTRG.6585.4"	8.28041789125952	9.98820824409334	1.24803841557132e-44	4.34241983748081e-42
"KWMTBOMO11738.mrna1"	-9.05175508565932	7.04892327136387	1.62231263746361e-44	5.60703693760173e-42
"MSTRG.21357.2"	-14.4415087114844	6.28110783624834	2.2341483135494e-44	7.67052655757229e-42
"MSTRG.14275.1"	-13.6296516153245	5.47090730862225	2.44229163633926e-44	8.32998192781158e-42
"MSTRG.8470.12"	-13.495843415045	5.33747922668964	4.25047422853198e-44	1.44024402241689e-41
"KWMTBOMO10385.mrna1"	7.70369109288844	6.60021517839301	6.66023173705652e-44	2.24211944119624e-41
"MSTRG.9266.11"	7.20578871560614	8.81822572987514	7.90694618671161e-44	2.64464394295284e-41
"KWMTBOMO14281.mrna1"	-8.19045782288848	5.90330605955176	2.34112439258455e-43	7.78018665927954e-41
"KWMTBOMO05775.mrna1"	-10.3734631058863	6.36225924219235	2.36677815565297e-43	7.8153426702877e-41
"MSTRG.11732.27"	13.3781608492053	5.21964633783523	2.67558735780493e-43	8.77914401206843e-41
"KWMTBOMO12811.mrna1"	13.3427608196222	5.18433397192097	2.73084032635072e-43	8.90408522257864e-41
"MSTRG.4070.2"	-13.4196639050804	5.26162205163997	3.03929831391365e-43	9.84789640551408e-41
"KWMTBOMO14179.mrna1"	8.93824224938519	6.10949156257707	3.08175354861416e-43	9.92343783980148e-41
"KWMTBOMO00073.mrna1"	-7.24482523909813	6.99882177117078	5.33282709410459e-43	1.70660342617077e-40
"MSTRG.21168.11"	-10.12253174634	5.63635802355431	6.83951922784856e-43	2.1753447566218e-40
"MSTRG.15891.5"	-13.5950334629455	5.43634480618813	9.33307999084878e-43	2.95033454857057e-40
"KWMTBOMO09666.mrna1"	13.8798576736175	7.48750589026304	1.01863461151365e-42	3.20054994937589e-40
"MSTRG.2572.3"	11.8132477351908	8.74340608948055	2.37693169764281e-42	7.42332951812629e-40
"KWMTBOMO09667.mrna1"	14.0776387623212	10.9779353162454	3.28653040863613e-42	1.02026105374205e-39
"KWMTBOMO13038.mrna1"	-7.13440898772738	6.29080190961651	3.90367972688647e-42	1.20463373857723e-39
"MSTRG.1940.2"	-13.3082735415537	5.15054679368482	4.92529864915319e-42	1.51090093413047e-39
"MSTRG.1848.3"	-10.5455138806245	6.49132212806979	5.61994469578546e-42	1.71385172272709e-39
"MSTRG.20323.2"	-7.62342400295117	6.99675902958988	1.20832217220343e-41	3.66333604523639e-39
"KWMTBOMO10822.mrna1"	11.3048602933786	6.20041925655954	1.43675894433365e-41	4.3305752297145e-39
"MSTRG.20323.4"	7.50753801658544	7.25753717878257	1.77366117085636e-41	5.31513965784429e-39
"MSTRG.10259.1"	-7.32364358118488	6.32113169131324	2.35291952366963e-41	7.01048315319566e-39
"KWMTBOMO10882.mrna1"	-13.3638849218319	5.20596696800367	3.1828251260969e-41	9.42898302927096e-39
"MSTRG.4074.4"	-10.2928619676038	5.90208843600693	3.46310507793161e-41	1.02010088951823e-38
"MSTRG.11478.5"	13.4417896522341	5.28320020969847	4.4898439440639e-41	1.31506768131133e-38
"MSTRG.9318.11"	-13.7199250890456	5.56088402185969	5.4559447243821e-41	1.58905922666371e-38
"KWMTBOMO01656.mrna1"	-7.11808896539608	7.11398800083607	5.56264092935237e-41	1.61108376368947e-38
"KWMTBOMO14493.mrna1"	13.7676893064134	5.60834161079414	7.39080761020066e-41	2.12867577186463e-38
"KWMTBOMO08751.mrna1"	-8.00792837103911	6.42224652058624	7.95112711934997e-41	2.27740487982575e-38
"MSTRG.11545.2"	6.67505895815971	6.72317582600102	9.15722504223861e-41	2.60845064760866e-38
"MSTRG.17939.3"	10.6888148793001	5.6324108131843	9.65539495209191e-41	2.73532590437869e-38
"MSTRG.21715.3"	13.3245567092839	5.16600791622902	1.23013517176468e-40	3.46597270161936e-38
"MSTRG.5128.3"	6.76065244174654	6.6719844275453	1.34170193042344e-40	3.75988395561851e-38
"MSTRG.22030.1"	-13.2099617955522	5.05258677047151	2.35311604077002e-40	6.55874166137849e-38
"KWMTBOMO09886.mrna1"	-13.3406061363493	5.18286324834824	2.91775828235388e-40	8.0890557557258e-38
"KWMTBOMO16365.mrna1"	-13.4146621803025	5.25662724260193	3.18254676528351e-40	8.77621127407409e-38
"MSTRG.18946.1"	-6.10026729662735	7.19679086250013	3.87507177461806e-40	1.06293833868531e-37
"KWMTBOMO08747.mrna1"	-7.22169179256233	6.81727663654835	4.06841289180621e-40	1.11009857657847e-37
"MSTRG.5917.3"	-7.35443156255394	6.94772474446918	8.77610603706793e-40	2.38209248837546e-37
"MSTRG.6732.1"	7.19255597719136	6.24749309868792	9.11612179737605e-40	2.46149532469462e-37
"MSTRG.1832.1"	-13.3033284476213	5.14571237268722	2.10895326886032e-39	5.66499815116712e-37
"MSTRG.9266.15"	6.55276983099114	8.53251767398956	2.68477511360368e-39	7.17457712446162e-37
"MSTRG.14468.1"	9.72337509393199	5.34283134004041	2.80181351471479e-39	7.44894451504405e-37
"KWMTBOMO06686.mrna1"	-10.7569183357439	6.56646017583558	3.44136328187237e-39	9.10258146031171e-37
"KWMTBOMO01694.mrna1"	-9.16105655438508	5.75631507384314	3.6290349517257e-39	9.550256802148e-37
"MSTRG.9517.1"	-13.2127733398307	5.05540354137071	3.96986173863415e-39	1.03944213189904e-36
"MSTRG.6808.3"	13.3662725973937	5.20759123231349	4.45746663131478e-39	1.16124845511182e-36
"MSTRG.19063.2"	-7.40352374930672	12.4801467568481	5.08286200094963e-39	1.31755407357616e-36
"KWMTBOMO08626.mrna1"	9.0773991555347	6.88885420440533	6.62266968216306e-39	1.70815454891731e-36
"MSTRG.15720.2"	8.08646820793684	7.66922992097507	6.71253547052468e-39	1.72276225939807e-36
"KWMTBOMO08292.mrna1"	-13.0934157190437	4.93645813823964	9.13397687242803e-39	2.33267370934624e-36
"MSTRG.19940.1"	8.56285923557733	8.17592568845419	1.42642105593587e-38	3.62499739229819e-36
"MSTRG.21168.8"	-9.67092061380018	5.38694699845594	1.95493904216696e-38	4.94389779332009e-36
"KWMTBOMO00538.mrna1"	-8.93931522119508	6.2349392389484	2.41911177873462e-38	6.08805883227859e-36
"MSTRG.12079.3"	-13.1276338451835	4.97051271183792	2.66902122318378e-38	6.68454431273027e-36
"MSTRG.2559.2"	10.8602717118263	5.25776347118907	3.17734859908895e-38	7.91938862608503e-36
"KWMTBOMO05213.mrna1"	-5.72257942343248	8.62158849793868	3.76768891387328e-38	9.34585150057093e-36
"KWMTBOMO01543.mrna1"	9.40290305003697	6.73899453687023	3.8258478982341e-38	9.44492536134049e-36
"KWMTBOMO04062.mrna1"	-13.0970136656717	4.94003579072439	5.22690105412001e-38	1.28425702061016e-35
"MSTRG.17667.7"	-13.0356419548734	4.87892097996541	5.86303850809761e-38	1.43376181780804e-35
"KWMTBOMO08935.mrna1"	11.5153877883674	5.15777524669236	8.03951285277399e-38	1.95677213533503e-35
"KWMTBOMO06239.mrna1"	12.9660747148391	4.80887579633917	1.13264379220991e-37	2.74390897754852e-35
"MSTRG.21168.1"	-13.2922281706188	5.13466744286873	1.16762922768346e-37	2.81550707212994e-35
"MSTRG.20121.4"	12.9487029025533	4.79139061265465	1.25238381258785e-37	3.00589509240703e-35
"KWMTBOMO04047.mrna1"	-9.23835544255394	6.98623556806385	1.55097698179612e-37	3.70540551462011e-35
"MSTRG.12099.1"	-13.2752410293167	5.11769345044081	1.88714343485788e-37	4.48785216024483e-35
"MSTRG.9663.1"	-13.0147713551774	4.85811313920886	2.11941474599548e-37	5.01720633226684e-35
"KWMTBOMO11074.mrna1"	-6.06240613325813	7.16815160194684	2.70513512019669e-37	6.37465091074349e-35
"KWMTBOMO00238.mrna1"	-5.45376739328301	7.68180293389054	2.87178470788163e-37	6.73673912265643e-35
"MSTRG.3493.2"	11.5256262930502	5.21498387460236	3.031743697951e-37	7.07994092490423e-35
"MSTRG.20794.1"	-6.87963374693536	6.1983521278607	3.11650865492765e-37	7.24525373082575e-35
"MSTRG.8020.1"	-13.1820507975722	5.02486627113412	3.35318150286999e-37	7.76066913630755e-35
"KWMTBOMO13008.mrna1"	-9.18045219381715	5.23498752075724	7.82149609407442e-37	1.80217698668933e-34
"MSTRG.7018.1"	-8.18011516539864	6.25086234307327	9.56357857400192e-37	2.19382568146894e-34
"KWMTBOMO09714.mrna1"	-10.2380435811192	4.86313165950143	1.17624830665179e-36	2.68635422738982e-34
"MSTRG.7593.3"	13.0136231137151	4.8559780305097	1.41933133894484e-36	3.2272980089876e-34
"MSTRG.13129.5"	-12.9246806274694	4.76835210145529	2.50286194363327e-36	5.66619527265412e-34
"KWMTBOMO16737.mrna1"	11.2685648171105	4.89367647384923	2.82299791301474e-36	6.36316003497492e-34
"MSTRG.15605.1"	-7.77102650851491	6.60798801085982	3.12686934146662e-36	7.01758819349152e-34
"MSTRG.18589.3"	-9.04728602538844	6.73985166962829	4.29606942066297e-36	9.60004857652717e-34
"KWMTBOMO03991.mrna1"	-12.9015228827656	4.74527123372823	4.95007029196984e-36	1.10140126243173e-33
"KWMTBOMO05338.mrna1"	-6.60457783386049	6.81274794286579	6.44008176499795e-36	1.42680837155038e-33
"KWMTBOMO05729.mrna1"	-8.40336968686908	5.12370348666394	7.49729946880483e-36	1.65396806962234e-33
"KWMTBOMO07428.mrna1"	-12.8917281836895	4.73548811341605	1.14730643638504e-35	2.52033082972498e-33
"MSTRG.13452.1"	-8.72378651466085	5.06920731806401	1.40486369087082e-35	3.07309486606819e-33
"MSTRG.2559.11"	13.2202739244088	5.06232920129769	1.55224684571772e-35	3.38122408498082e-33
"KWMTBOMO10476.mrna1"	-7.67137836361509	5.74282474133946	1.77924366278269e-35	3.85946984140765e-33
"MSTRG.18730.1"	-8.23488315921887	5.55398015822677	2.9111146475698e-35	6.28837152808172e-33
"MSTRG.19951.2"	-7.72637064002865	5.32068433878426	3.69716907635885e-35	7.95320898031833e-33
"KWMTBOMO10314.mrna1"	-9.39263496945047	4.92151955328242	3.91323346433985e-35	8.38321332610622e-33
"MSTRG.556.1"	-7.95403757882221	6.10720193330709	3.95989711001091e-35	8.44826937754303e-33
"KWMTBOMO12981.mrna1"	-6.79144366882905	5.59194079457158	4.49637888787986e-35	9.55351519198178e-33
"MSTRG.14845.8"	-13.0858037917462	4.92883294701664	4.64624359581424e-35	9.83164109133868e-33
"KWMTBOMO01660.mrna1"	12.7199448979593	4.56362681410129	4.98123673901101e-35	1.04976526935182e-32
"MSTRG.15799.3"	12.8124652398134	4.65577437676706	7.27640866062637e-35	1.52725042183341e-32
"MSTRG.1382.1"	-12.8759680909818	4.71985477552843	8.58545156719645e-35	1.79474018386357e-32
"MSTRG.20260.3"	-8.61108554829312	5.42324013705122	8.7412186144131e-35	1.81996384187558e-32
"MSTRG.1250.9"	12.9815800458414	4.82443326455477	1.1262117421324e-34	2.3354478138948e-32
"KWMTBOMO10007.mrna1"	11.9655183754661	12.6921578498821	1.42160135003582e-34	2.9362581191198e-32
"KWMTBOMO03900.mrna1"	-6.05931934617938	6.48133686467926	1.55872102165593e-34	3.20669737800431e-32
"MSTRG.9266.14"	7.33655993459857	8.69731476798804	1.89152891064046e-34	3.87598945906456e-32
"MSTRG.18096.6"	-12.8493178067104	4.69323042799564	2.01116621880072e-34	4.10491694020809e-32
"KWMTBOMO00390.mrna1"	12.7185851492125	4.56222166724405	2.85857518564774e-34	5.81165150390336e-32
"MSTRG.12332.9"	13.0189071755519	4.86129549358185	2.98630901621451e-34	6.04762571592221e-32
"KWMTBOMO05730.mrna1"	-12.7656004842555	4.61005923607338	3.94457513234223e-34	7.95714430295792e-32
"MSTRG.21219.3"	-12.8983191837579	4.74200969170358	4.77517036608277e-34	9.59531617398562e-32
"MSTRG.18641.1"	-7.48735918684766	5.86811044693399	5.92395630084586e-34	1.18577477414962e-31
"KWMTBOMO13957.mrna1"	9.66419846381818	4.57168887009985	7.31226592248358e-34	1.45803770084352e-31
