"logFC"	"logCPM"	"PValue"	"FDR"
"KWMTBOMO02040.mrna1"	-11.5259689331932	8.25588175691142	1.04179744053916e-50	1.12520634812232e-47
"KWMTBOMO11788.mrna1"	13.7193372353329	8.43598754087858	1.37943919169679e-50	1.45947481663544e-47
"KWMTBOMO12071.mrna1"	-11.5723899166182	8.30786742386819	1.6890191899917e-50	1.7512764373348e-47
"KWMTBOMO11792.mrna1"	12.9486216371671	10.0712226895265	2.34092089291088e-50	2.37961493825841e-47
"KWMTBOMO13384.mrna1"	12.0625448626217	7.8025441273566	5.50171543072349e-50	5.48510448221149e-47
"MSTRG.8394.1"	-12.6845306159742	7.94593162777888	7.31504046466151e-50	7.15535175112163e-47
"KWMTBOMO14759.mrna1"	15.5039576136248	7.29262848277125	1.15645537979699e-49	1.11026141212621e-46
"MSTRG.10487.2"	-15.0772215635035	6.86598203514484	1.825779319245e-49	1.72097958632033e-46
"KWMTBOMO12073.mrna1"	-12.2146226883201	7.64435308624626	1.9243800794712e-49	1.78152922250045e-46
"MSTRG.11075.5"	-15.7223232919886	7.5106632016541	2.13429856066256e-49	1.94120070667419e-46
"KWMTBOMO09455.mrna1"	-13.7525713926588	9.66778425033248	3.06457664804226e-49	2.73925598559405e-46
"KWMTBOMO07918.mrna1"	-12.2690935848834	10.6993320973044	6.3938756212384e-49	5.61826599715021e-46
"MSTRG.11914.10"	-14.8549003839298	6.64384682541377	1.2816510500061e-48	1.10741058975777e-45
"KWMTBOMO10651.mrna1"	-12.3165888962312	9.29471324052769	2.33567501711541e-48	1.98505573626745e-45
"KWMTBOMO07158.mrna1"	-15.1363777982401	6.92509526305806	2.8380890716444e-48	2.37314599582679e-45
"MSTRG.15775.6"	-14.8212875580191	6.61025904952855	3.47166833018108e-48	2.85685240065997e-45
"KWMTBOMO12512.mrna1"	-13.0380366184907	7.29604231567231	4.66029546968302e-48	3.77505778179339e-45
"KWMTBOMO09266.mrna1"	-15.1136199237553	6.90235294355409	9.11606759302446e-48	7.27083526500257e-45
"KWMTBOMO09452.mrna1"	-11.4599231694516	7.63940350240735	9.53551208899531e-48	7.49014474590581e-45
"KWMTBOMO08280.mrna1"	-12.6828976931634	6.92882174587621	1.3452727536618e-47	1.040939930867e-44
"KWMTBOMO00790.mrna1"	-9.19485352361855	7.97815511983425	1.85026536370961e-47	1.41063687133526e-44
"MSTRG.16697.5"	11.8767075878248	10.121184655423	2.54612885980189e-47	1.91302838374941e-44
"KWMTBOMO09867.mrna1"	10.054170031578	8.03030832162521	3.0375150954987e-47	2.24962707279913e-44
"KWMTBOMO12490.mrna1"	14.7022263939416	12.3741928373246	3.90248269621883e-47	2.84952690732497e-44
"MSTRG.6424.1"	-12.6163915352023	6.87461248850505	4.41699173661441e-47	3.18041809168473e-44
"KWMTBOMO11042.mrna1"	-12.978850709509	9.67437474923647	4.87557742448084e-47	3.46252822489534e-44
"KWMTBOMO10626.mrna1"	-14.7135859204382	6.50267751582958	5.59001727978799e-47	3.9162603491358e-44
"KWMTBOMO07990.mrna1"	8.80759725453387	9.70660016774233	9.63165865032095e-47	6.65778772544785e-44
"MSTRG.19954.2"	12.4203037526479	8.2847606381443	1.03358643992166e-46	7.05055550063929e-44
"KWMTBOMO12440.mrna1"	-10.9965082551876	8.60788617478388	1.14073202418651e-46	7.68038575713003e-44
"MSTRG.12935.1"	-12.6572563046443	7.25409412024038	1.72242096915056e-46	1.14481372184196e-43
"MSTRG.13408.1"	-14.656080303842	6.4452358979942	2.19867710816683e-46	1.44286097871763e-43
"MSTRG.11914.9"	-14.6733286615934	6.46245095245625	2.59352747013677e-46	1.68070305792876e-43
"MSTRG.19222.1"	-9.07730678442695	7.93898963866566	2.98475698895077e-46	1.91035501948364e-43
"KWMTBOMO10988.mrna1"	-12.1371342681331	6.87490981397828	2.45364140839645e-45	1.54660378974158e-42
"KWMTBOMO04030.mrna1"	-11.9826604730243	7.07581000178133	2.47609348510988e-45	1.54660378974158e-42
"KWMTBOMO03600.mrna1"	-11.3178821057597	6.74333441044964	5.38938550479587e-45	3.32621324672777e-42
"MSTRG.11434.2"	-12.8147041026848	6.30499104983501	6.84857017996371e-45	4.17706380988069e-42
"KWMTBOMO16330.mrna1"	-10.8869292043399	6.55232478454871	7.00890120249439e-45	4.22514494233624e-42
"KWMTBOMO13037.mrna1"	8.6774321753072	8.16646780121232	7.16095669358935e-45	4.26718940075577e-42
"MSTRG.12775.1"	-10.3061218119117	7.03715936164696	1.44903850335713e-44	8.53664808290269e-42
"MSTRG.2817.1"	-11.9882437677808	7.11299981589674	2.92161137493231e-44	1.70185503944512e-41
"KWMTBOMO02494.mrna1"	14.5671618063883	6.35681601681542	3.83078481680365e-44	2.20226952475104e-41
"MSTRG.11914.7"	-14.8039236188472	6.59288709338115	3.8656429364108e-44	2.20226952475104e-41
"MSTRG.9400.1"	8.78421544933943	7.87228695813267	4.17530067433666e-44	2.35282731369169e-41
"KWMTBOMO13391.mrna1"	11.8824952066533	8.85048585706285	4.43696495010977e-44	2.47339326783377e-41
"KWMTBOMO09526.mrna1"	-10.9059612695577	7.83932175582893	5.73748706716564e-44	3.13129952875899e-41
"KWMTBOMO15015.mrna1"	-11.2840521676923	7.17437052619882	5.73796761823397e-44	3.13129952875899e-41
"KWMTBOMO12070.mrna1"	-10.9567959602475	11.2579247021977	8.45412373394409e-44	4.5654910076965e-41
"MSTRG.2817.2"	-8.37173947650398	8.89868307370007	1.71123428065962e-43	9.14592977445738e-41
"MSTRG.20933.1"	14.5176071388477	6.30732739027246	1.92511175194796e-43	1.01840376077794e-40
"KWMTBOMO08969.mrna1"	-11.3649208451377	6.47962830253928	3.05620616422214e-43	1.60043329466433e-40
"MSTRG.18927.3"	-12.1074926245946	8.04428868223769	3.13842544011938e-43	1.62705390092109e-40
"KWMTBOMO09650.mrna1"	-11.8425844127757	6.58051641611432	3.50489162353471e-43	1.79905045979119e-40
"KWMTBOMO01873.mrna1"	-8.63299213735643	7.17699849728986	4.52100695961749e-43	2.29786827262205e-40
"KWMTBOMO12072.mrna1"	-14.4357842597023	6.22518940231448	1.20636370133903e-42	6.07199158917664e-40
"KWMTBOMO15014.mrna1"	-11.1615927037247	6.28788375664308	1.53801133554227e-42	7.66683862197288e-40
"MSTRG.15150.1"	8.41999918649708	8.52509769805737	1.95990266002823e-42	9.67687939084223e-40
"KWMTBOMO07239.mrna1"	-11.2335044299483	7.43077921968786	2.37770448302725e-42	1.16289937276964e-39
"KWMTBOMO10634.mrna1"	11.3506846781148	8.38053706800358	3.85281887876476e-42	1.86674475824113e-39
"MSTRG.19218.1"	9.21967682353746	7.38680772144608	4.54314706829927e-42	2.18083679131333e-39
"MSTRG.18927.4"	-14.3020240940667	6.09162162291966	5.86238481256148e-42	2.78829005355619e-39
"KWMTBOMO07412.mrna1"	-14.2261796410922	6.0158628565218	7.00607973832958e-42	3.30196538067473e-39
"KWMTBOMO13918.mrna1"	-12.7516057456894	9.23758168345116	7.10432636660867e-42	3.31810443084769e-39
"KWMTBOMO02958.mrna1"	-14.6115018180131	6.40065611432771	1.08900973125554e-41	5.04085102656081e-39
"KWMTBOMO10648.mrna1"	-8.98220274457103	7.97881079817586	1.45428647826761e-41	6.67208618520597e-39
"MSTRG.105.1"	-10.9650878060306	6.68715258263283	1.64213243161884e-41	7.46781330284348e-39
"MSTRG.10489.2"	-11.435364547254	12.0060614867069	1.73272183008364e-41	7.81126068148052e-39
"KWMTBOMO07411.mrna1"	-11.4626734921796	8.11412174688532	1.79563887822231e-41	8.02511261755855e-39
"MSTRG.19874.1"	-8.77419552309399	6.9177842139634	1.85885905875859e-41	8.23665215241211e-39
"MSTRG.12429.2"	-14.2168237789872	6.00650004147961	2.49372383638516e-41	1.09561122753997e-38
"KWMTBOMO09465.mrna1"	-10.4009322193179	8.62893530558108	2.98255938193902e-41	1.29936828603248e-38
"MSTRG.4447.1"	-8.99543518028377	7.88850991897797	3.70501582305814e-41	1.60065946095669e-38
"MSTRG.16659.1"	-9.77213213858265	8.03028678117319	4.3798161683773e-41	1.87655214559656e-38
"MSTRG.17911.1"	-14.1751107322831	5.96487488370729	4.59958158139733e-41	1.95455826167526e-38
"MSTRG.17020.1"	11.2177962494898	6.58902164618728	6.08325150811556e-41	2.56401632467671e-38
"KWMTBOMO01581.mrna1"	-10.1788395526827	10.4676690856093	6.90673102762544e-41	2.88762626342892e-38
"MSTRG.6678.2"	8.78993480614411	7.11323613002954	9.48798369996876e-41	3.93508431165984e-38
"KWMTBOMO12214.mrna1"	-14.1419892125964	5.93179801604148	9.8248687839578e-41	4.04246565370416e-38
"MSTRG.17429.1"	14.2814530708212	6.07155854091209	1.02138476815624e-40	4.16942130200976e-38
"KWMTBOMO12074.mrna1"	-12.4928145171023	10.7094280888966	1.05559504617808e-40	4.27540734211016e-38
"MSTRG.18970.1"	-12.4436511833179	9.31653173247142	1.30428844972074e-40	5.24172295340095e-38
"MSTRG.19063.2"	-8.48832523245108	9.70091379522822	1.58959204393337e-40	6.3391707948952e-38
"MSTRG.20270.2"	-10.0075573297248	8.91624816346797	1.74867913941023e-40	6.92036432247668e-38
"KWMTBOMO04451.mrna1"	-12.4166391698524	5.90706248395208	2.7834308261564e-40	1.09224945448696e-37
"MSTRG.17916.3"	14.5281569312328	6.31788176388801	2.8020982089533e-40	1.09224945448696e-37
"KWMTBOMO03243.mrna1"	-10.4937112471414	7.33352465279553	2.83986083027207e-40	1.09870824644623e-37
"MSTRG.14493.1"	-14.2254138991172	6.01507195829812	2.88903469058474e-40	1.10945352195544e-37
"KWMTBOMO08012.mrna1"	-12.4167663742076	5.9071845629318	3.81639730399254e-40	1.45480503993298e-37
"KWMTBOMO04900.mrna1"	-10.8365650052171	7.80321383755627	3.85354458160068e-40	1.4582431514155e-37
"KWMTBOMO08279.mrna1"	-11.8625032914803	6.13544833545419	5.92331495323602e-40	2.22523490667112e-37
"KWMTBOMO05090.mrna1"	-14.0707786129715	5.86071284392592	7.34417436018826e-40	2.73916569320317e-37
"MSTRG.3699.5"	-14.6732968747865	11.3892683916567	7.58792926146343e-40	2.80986440501463e-37
"MSTRG.10104.9"	-14.1100794663883	5.89995056588904	1.2367079703735e-39	4.54713839064352e-37
"KWMTBOMO00841.mrna1"	-13.9777059859694	5.76776828770228	1.45789643131806e-39	5.3226566682269e-37
"MSTRG.180.1"	-10.9986006868929	6.03966973783339	1.98959641854513e-39	7.21305224661783e-37
"KWMTBOMO16345.mrna1"	-12.3535080873109	8.66975367142331	2.11984291858067e-39	7.63187614083177e-37
"KWMTBOMO05871.mrna1"	14.1182698321198	5.90868222763567	2.73264987035314e-39	9.77025980887711e-37
"KWMTBOMO10213.mrna1"	-10.1617838222738	6.67749752305006	4.20586880491942e-39	1.49345792091396e-36
"KWMTBOMO12347.mrna1"	16.7374532077471	8.52551462132144	4.54303375328023e-39	1.60220747531501e-36
"KWMTBOMO15262.mrna1"	-7.41427049911542	8.70259721263603	8.2609011056542e-39	2.89371551365156e-36
"MSTRG.7753.4"	14.1076894899609	5.89810286350441	8.81282964581649e-39	3.06633239817493e-36
"KWMTBOMO02828.mrna1"	-7.53090577438962	7.77170541752799	1.26167293356892e-38	4.3605939930009e-36
"MSTRG.8377.2"	10.2800267561891	6.73651386623517	1.27196429545285e-38	4.36704933570608e-36
"MSTRG.261.2"	-10.5352296431873	6.2800826513933	1.78654050180934e-38	6.09339600232246e-36
"KWMTBOMO04956.mrna1"	-11.0689613973221	6.49812623777888	4.86896838446088e-38	1.64981652258565e-35
"KWMTBOMO12723.mrna1"	-13.0446352190824	12.1997361315415	5.46341947056306e-38	1.83922114034027e-35
"KWMTBOMO08154.mrna1"	-11.078960321937	6.2310103373889	5.72074143385286e-38	1.91342192358215e-35
"MSTRG.20564.1"	11.0381255994764	8.04028788970757	6.1089301560149e-38	2.01911407300467e-35
"KWMTBOMO05952.mrna1"	-9.89465936622367	10.9802834236746	6.11463282336541e-38	2.01911407300467e-35
"KWMTBOMO11833.mrna1"	11.4800076875357	9.09316418164095	6.15526763352679e-38	2.01966797420841e-35
"KWMTBOMO13101.mrna1"	-13.9217110180774	5.71183669991744	7.17058262945909e-38	2.33801581923929e-35
"KWMTBOMO16417.mrna1"	-12.108608202407	5.59968101805372	1.02883565130232e-37	3.33362041690415e-35
"MSTRG.19612.1"	-12.1788386952476	5.66950626646677	1.05394302154982e-37	3.39376199168991e-35
"KWMTBOMO10920.mrna1"	-9.91370726103899	6.42117436151912	1.31303356637131e-37	4.15927295080636e-35
"MSTRG.16701.1"	18.1999581201515	9.98773518365489	1.31521120131756e-37	4.15927295080636e-35
"KWMTBOMO01730.mrna1"	-9.12108057066484	6.54171394044331	1.31574323232113e-37	4.15927295080636e-35
"KWMTBOMO00316.mrna1"	-10.3165792280643	7.26837915396468	1.48511931170125e-37	4.66624487736533e-35
"MSTRG.7943.2"	9.50988534895016	6.06797127391057	1.90552629139018e-37	5.95109635690007e-35
"MSTRG.12748.2"	-8.1254653386553	7.10079772231168	2.48442571484681e-37	7.71257978052715e-35
"KWMTBOMO09649.mrna1"	-8.07795718674516	6.7786799779052	2.51564732367824e-37	7.76301810722922e-35
"KWMTBOMO01235.mrna1"	-9.69258685556242	6.06270187144813	2.96250420839187e-37	9.08787607548282e-35
"KWMTBOMO11640.mrna1"	-9.47682887579198	11.3853083579368	3.63579888600971e-37	1.10876895086707e-34
"KWMTBOMO12774.mrna1"	-8.08073226549374	9.69151375212924	4.17297717849363e-37	1.26514418634295e-34
"KWMTBOMO12834.mrna1"	-11.4028463352509	5.67700482836359	4.74737176567733e-37	1.43091857237215e-34
"MSTRG.10489.1"	-11.3766601076076	10.229536807214	5.66095790810942e-37	1.69642220133015e-34
"MSTRG.15141.1"	7.63209677159011	8.04385343317549	1.35993337846657e-36	4.05189805401394e-34
"KWMTBOMO13548.mrna1"	-11.5253360096123	14.1654578139703	1.59802238086212e-36	4.73407281663056e-34
"KWMTBOMO08184.mrna1"	-9.6535955906902	6.27866377518575	1.64303932360469e-36	4.83977770759307e-34
"KWMTBOMO07804.mrna1"	-9.37342350894347	7.36135289294181	2.12439031004411e-36	6.22230321150376e-34
"MSTRG.13129.2"	11.2406421038156	6.51590037676139	2.21089442440514e-36	6.43929211485593e-34
"MSTRG.3693.2"	7.43541682830078	7.7917926793519	3.12027988881403e-36	9.03713241764166e-34
"MSTRG.16026.3"	-13.6517730555568	5.44244508725626	3.53106788162276e-36	1.01700640103871e-33
"MSTRG.15852.2"	11.2330492511611	5.93111099434146	3.64781182551414e-36	1.04482601364712e-33
"KWMTBOMO07012.mrna1"	-10.5394289994084	7.07691130088245	5.49759456403256e-36	1.56599887353374e-33
"KWMTBOMO02650.mrna1"	13.8082267422158	5.59927865035557	6.45448936818872e-36	1.82852509461753e-33
"MSTRG.8454.1"	-12.5607176228575	10.6626945608606	7.23895884653733e-36	2.03961599717954e-33
"KWMTBOMO09457.mrna1"	-10.2137608931367	6.45474244672785	8.40128670284746e-36	2.35431300830119e-33
"KWMTBOMO04396.mrna1"	-12.1815477682454	9.47513931576922	1.36655855958952e-35	3.80895136584945e-33
"KWMTBOMO06852.mrna1"	-10.4772438855625	5.60558733097871	1.38591534720135e-35	3.84224648903526e-33
"KWMTBOMO01874.mrna1"	-13.597731478378	5.38855648448307	1.41217581132923e-35	3.89422503120965e-33
"KWMTBOMO02505.mrna1"	9.41504056117256	5.97400439757764	1.59282095836341e-35	4.36913317166319e-33
"MSTRG.19144.1"	13.7292859289957	5.52055313782216	1.82509001299235e-35	4.9799021865033e-33
"KWMTBOMO07970.mrna1"	10.2762369733412	7.36291340092421	2.19212186573017e-35	5.95006145995023e-33
"MSTRG.12237.1"	10.7240717466942	6.48370282270614	2.69331009084818e-35	7.27235807499179e-33
"KWMTBOMO04237.mrna1"	11.635887679635	9.67233953764328	2.77701771814817e-35	7.45953002911687e-33
"KWMTBOMO16562.mrna1"	-10.3731814094269	5.80992446848386	3.01990203938357e-35	8.07014337256506e-33
"KWMTBOMO04031.mrna1"	-7.1497798387741	7.04429005237864	3.60887618048408e-35	9.59461373460698e-33
"MSTRG.8401.2"	-9.87007358166682	6.58584637010855	3.68486529278319e-35	9.74665670274281e-33
"KWMTBOMO15018.mrna1"	-10.2515459456919	7.48129585326748	5.16592776587258e-35	1.35947813789915e-32
"KWMTBOMO05656.mrna1"	-6.62904922455	8.68175632870583	7.59254531400766e-35	1.987981448051e-32
"KWMTBOMO12840.mrna1"	-11.4324467860621	5.69328790063145	1.03494682557089e-34	2.69621850643577e-32
"MSTRG.15891.6"	7.35923001524197	9.80329171993193	1.18997424784495e-34	3.0845917465513e-32
"MSTRG.11078.1"	-12.8595873109764	9.47986086849553	1.29963468478553e-34	3.35208761011623e-32
"KWMTBOMO12649.mrna1"	-12.1282763553534	8.5236349297743	1.75236148708517e-34	4.49740973143349e-32
"MSTRG.7451.1"	10.3518681839977	6.24352222348273	2.26026925691775e-34	5.77237138356587e-32
"MSTRG.11307.1"	13.7466965574404	5.5378958496213	4.10546602730637e-34	1.04333174143943e-31
"MSTRG.18522.1"	-10.2306706142764	5.66022485278574	4.3921627949457e-34	1.11074583306522e-31
"KWMTBOMO02515.mrna1"	-10.7797163922747	6.69948833833912	5.12106569869153e-34	1.28879324765663e-31
"MSTRG.983.2"	13.5310712360776	5.32287702908317	6.47476497884811e-34	1.62160019709383e-31
"MSTRG.21508.2"	-9.68294856128261	5.91585749964857	9.54281620785133e-34	2.37850106088287e-31
"MSTRG.20540.7"	-13.4028783076269	5.19414978397569	1.05318216672474e-33	2.6124460798809e-31
"MSTRG.18313.2"	13.5977193172537	5.38932940014253	1.24921615279863e-33	3.08395776235903e-31
"KWMTBOMO15482.mrna1"	-13.3946153758489	5.18592523241229	1.43794747594972e-33	3.53305739315929e-31
"MSTRG.10247.1"	10.010647419048	7.78771678455155	1.74469079711215e-33	4.26650966956062e-31
"KWMTBOMO09883.mrna1"	-8.49594909944929	6.0447886178281	1.85335694368979e-33	4.51096638646524e-31
"MSTRG.18927.2"	-7.79934153483595	6.2036832437491	2.07982751369222e-33	5.03852793422177e-31
"KWMTBOMO09374.mrna1"	-13.7467775124771	5.53732921198659	2.34486271396961e-33	5.65417291536403e-31
"MSTRG.4852.1"	8.53087494175011	7.44966761643592	2.41912437869667e-33	5.80623449836906e-31
"KWMTBOMO01230.mrna1"	-9.98989338218558	8.07467372824806	2.78672081046167e-33	6.65769433072646e-31
"KWMTBOMO06752.mrna1"	-7.70151824484572	6.06706449833426	2.99876212092501e-33	7.13141397408785e-31
"MSTRG.6720.3"	-13.4804583140749	5.27156785498191	4.19393677426703e-33	9.92813991727515e-31
"MSTRG.16026.4"	-13.5657586058173	5.35658120497454	5.37203884495064e-33	1.26592095381262e-30
"KWMTBOMO05872.mrna1"	6.92549269832859	7.14363357443678	5.89626384654492e-33	1.38316745066257e-30
"MSTRG.6701.1"	7.99300156693707	6.22890059609621	6.77065869267845e-33	1.5811317955159e-30
"MSTRG.15797.3"	-13.3644985702242	5.15588398511434	7.32221792190259e-33	1.7022679090816e-30
"MSTRG.17194.7"	13.8075511579694	5.59860580591287	7.86909680867709e-33	1.82123922255467e-30
"MSTRG.10116.23"	-13.4392556344491	5.23041536551379	9.53639429553876e-33	2.19731239761607e-30
"KWMTBOMO12698.mrna1"	-10.391390375797	5.30174811262627	1.01561335968124e-32	2.32975413300684e-30
"KWMTBOMO12510.mrna1"	-11.9329047476813	9.02196130179562	1.06422670706618e-32	2.43051564645075e-30
"MSTRG.10170.1"	10.8278953734636	5.51088268283992	1.2607515973538e-32	2.86671688866723e-30
"MSTRG.6298.2"	-13.3373312005854	5.12876040398499	1.26761857150299e-32	2.86974452412356e-30
"MSTRG.20555.1"	13.8218754331517	5.61294988814173	2.21254219325935e-32	4.98716630109325e-30
"MSTRG.13129.7"	13.5694585712415	5.36112679704385	2.40673700149686e-32	5.40140547050223e-30
"KWMTBOMO11481.mrna1"	-9.40209162951569	5.54327732670219	2.45240151762021e-32	5.48016602922347e-30
"MSTRG.10779.2"	-13.2814990420008	5.07308099417845	2.48641798209943e-32	5.5323333667803e-30
"KWMTBOMO11239.mrna1"	13.5748724716686	5.36655912223555	2.49767390014836e-32	5.53362854723894e-30
"KWMTBOMO12792.mrna1"	6.32603943100173	10.5447807478282	2.86073487191523e-32	6.3110245942426e-30
"KWMTBOMO02587.mrna1"	-13.075148146475	13.9146352450001	3.46145076292947e-32	7.60389796197256e-30
"KWMTBOMO00397.mrna1"	9.82180413342995	7.42543767340537	4.38671465348897e-32	9.59579948442316e-30
"MSTRG.19258.2"	-13.3546454872058	5.14608973349529	4.47567836193451e-32	9.7492686267971e-30
"KWMTBOMO01029.mrna1"	-14.2664317699841	6.056028948541	4.79916428884437e-32	1.04101704697305e-29
"KWMTBOMO01609.mrna1"	-10.4207953827467	5.52379113906088	5.03135587966318e-32	1.08683576195574e-29
"MSTRG.12659.2"	-6.71548153195878	7.05812479280102	5.13707307290611e-32	1.10506754904013e-29
"MSTRG.13471.6"	13.3505534806185	5.14291209546688	5.82687590002935e-32	1.24394812996492e-29
"MSTRG.11110.1"	12.7483598321881	13.331252729668	5.83066943621079e-32	1.24394812996492e-29
"KWMTBOMO12505.mrna1"	-12.7285493249043	10.73262641017	5.99705108114991e-32	1.27420130819695e-29
"KWMTBOMO07711.mrna1"	-9.55519110484526	5.94743383366834	7.04512269050208e-32	1.49077671691306e-29
"KWMTBOMO08181.mrna1"	-11.5637112727614	5.05545344026596	8.92793223205951e-32	1.88150727929537e-29
"KWMTBOMO12069.mrna1"	-10.6319331985555	12.8759700558693	9.50004354150322e-32	1.99397067741762e-29
"MSTRG.14355.12"	-13.22677797301	5.01850860986926	9.59287941777062e-32	2.0053372889334e-29
"KWMTBOMO10466.mrna1"	-11.5291083367626	5.02096063494057	9.69128054946486e-32	2.01777131536509e-29
"KWMTBOMO11850.mrna1"	14.1324205630494	5.92276999946701	9.79007564947112e-32	2.03018756758213e-29
"KWMTBOMO10987.mrna1"	-13.2654740182201	5.05708756548709	1.01502650030359e-31	2.09649477510911e-29
"MSTRG.21555.1"	14.4635938492088	6.25338021945972	1.09252946439905e-31	2.2476192469381e-29
"MSTRG.21696.1"	-9.39855074070054	6.59439831311493	1.59401831190823e-31	3.26635143653195e-29
"MSTRG.18930.1"	8.96922805894607	7.85784634291146	1.8705479946648e-31	3.81790628690579e-29
"KWMTBOMO01569.mrna1"	13.4588759212251	5.25090900867175	2.4342967801573e-31	4.94906854798803e-29
"KWMTBOMO09267.mrna1"	-13.1554002255561	11.6263595878552	2.46290315263686e-31	4.98766750555284e-29
